,title,subtitle,sub_subtitle,location,company,salary,type,description,date_publish,url_postulacion
41,Desarrollador Magento (5 años Exp - Home Office),"Techgenies México
Remoto in Ciudad de México","$55,000 a $60,000 por mes
Por tiempo indeterminado
+1
Más detalles sobre el empleo
Trabajo desde casa",Ciudad de México,Techgenies México,"$55,000 a $60,000 por mes",Remoto,"En Lyptus Medical nos especializamos en el envejecimiento saludable de los Adultos 60+ porque sabemos que los momentos más felices de nuestras vidas suceden a cualquier edad. Por medio de membresías que incluyen consultas médicas programadas, llamadas de seguimiento y orientación médica 24/7, brindamos a nuestros pacientes y sus familiares, la certeza de que reciben una atención médica de calidad en su domicilio.
Estamos en búsqueda de un Mid Developer, que nos acompañe en esta increíble misión de hacer accesible la telemedicina a los adultos mayores y sus familias en México. Personas proactivas, que tengan ganas de tomar nuevos desafíos y ser dueñas de sus procesos.
.
Tu objetivo
Construir la próxima generación de aplicaciones y servicios web de Lyptus Medical, utilizando las últimas tecnologías y mejores prácticas, con el fin de contar con nuevas funcionalidades y optimización de los procesos.
.
¿Qué harás?
Mantener en óptimo funcionamiento la Plataforma de Lyptus Medical y App móvil
Controlar modificaciones y/o mejoras de software desarrollado y redactar informes
Apoyar al desarrollador Sr. a realizar actualizaciones a la plataforma, pruebas unitarias e integrales de desarrollo y trabajar en correcciones de errores
Realizar integraciones a través de APIs y web services
Administrar aplicaciones (web sites, web services, etc.) con bases de datos
Recopilar información de los consumidores sobre la funcionalidad de la plataforma
Mantener el sitio web actualizado y desarrollar nuevas landing pages
Estudiar y aplicar nuevas tecnologías en los procesos internos
Asistir a las juntas de desarrollo con la Dirección Comercial y/o Coordinación Operativa
Gestionar las renovaciones y vigencias de licenciamientos (dominios, servidores, productos contratados) así como cuentas de correo empresarial y Google Suite
Monitorear la seguridad de la plataforma y sitios web de la compañía
.
¿Qué necesitas?
Indispensable, ¡buena actitud y capacidad para trabajar en equipo!
Experiencia de 3 a 5 años como programador Jr. o 1 año como programador semi senior
Por lo menos 2 años de experiencia en plataformas e-commerce (woocomerce, shopify, etc) y plataformas de pago (stripe, netpay)
Capaz de codificar e implementar aplicaciones multiplataforma
Realizar Integraciones de CRM u otras plataformas web SaaS
Programación orientada a objetos (JavaScript, HTML 5, PHP, CSS)
Frameworks (Codelgniter, jQuery)
Gestión de APIs c
Manejo de bases de datos (MySQL)
Desarrollo de landing pages
Conocimientos en WebServices, BD relacionales y tecnología web
Uso de metodologías scrum o agile
Inglés intermedio
Es un plus:
Zendesk u otros CRM (Zoho, Hubspot, Sugar, Sales force)
Conocimientos de Responsive Web-Design
UX y UI
.
Te ofrecemos:
- Un ambiente laboral amigable y dinámico
- Home office 100%
- Descuentos preferenciales en el servicio médico
- Sueldo fijo $20,000 netos + días de vacaciones superiores a los de ley
- Horario lunes a viernes de 9 am - 6 pm y sábados de 9 am a 2 pm
.
Tipo de puesto: Tiempo completo, Por tiempo indeterminado, Por periodo de prueba
Salario: $18,000.00 - $22,000.00 al mes
Horario:
Incluye fines de semana
Lunes a viernes
Turno de 8 horas
Prestaciones:
Descuentos y precios preferenciales
Opción a contrato indefinido
Vacaciones adicionales o permisos con goce de sueldo
Consideraciones ante el COVID-19:
Proceso de selección remoto, entrevistas y pruebas en línea. Reuniones virtuales.
Pregunta(s) de postulación:
¿Qué nivel de inglés dominas?
Educación:
Licenciatura terminada (Obligatorio)
Experiencia:
PHP: 1 año (Deseable)
JavaScript: 1 año (Deseable)
Desarrolladores Android: 1 año (Deseable)",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=Clarity-HR&t=Desarrollador+magento&jk=588073d15dd07949&q=javascript&vjs=3
42,Desarrollador Web,"REDECOM
Cuauhtémoc, CDMX
+1 ubicación","Desde $14,000 por mes
Por obra o tiempo determinado
Lunes a viernes",Ciudad de México,REDECOM,"Desde $14,000 por mes",Remoto,"En Lyptus Medical nos especializamos en el envejecimiento saludable de los Adultos 60+ porque sabemos que los momentos más felices de nuestras vidas suceden a cualquier edad. Por medio de membresías que incluyen consultas médicas programadas, llamadas de seguimiento y orientación médica 24/7, brindamos a nuestros pacientes y sus familiares, la certeza de que reciben una atención médica de calidad en su domicilio.
Estamos en búsqueda de un Mid Developer, que nos acompañe en esta increíble misión de hacer accesible la telemedicina a los adultos mayores y sus familias en México. Personas proactivas, que tengan ganas de tomar nuevos desafíos y ser dueñas de sus procesos.
.
Tu objetivo
Construir la próxima generación de aplicaciones y servicios web de Lyptus Medical, utilizando las últimas tecnologías y mejores prácticas, con el fin de contar con nuevas funcionalidades y optimización de los procesos.
.
¿Qué harás?
Mantener en óptimo funcionamiento la Plataforma de Lyptus Medical y App móvil
Controlar modificaciones y/o mejoras de software desarrollado y redactar informes
Apoyar al desarrollador Sr. a realizar actualizaciones a la plataforma, pruebas unitarias e integrales de desarrollo y trabajar en correcciones de errores
Realizar integraciones a través de APIs y web services
Administrar aplicaciones (web sites, web services, etc.) con bases de datos
Recopilar información de los consumidores sobre la funcionalidad de la plataforma
Mantener el sitio web actualizado y desarrollar nuevas landing pages
Estudiar y aplicar nuevas tecnologías en los procesos internos
Asistir a las juntas de desarrollo con la Dirección Comercial y/o Coordinación Operativa
Gestionar las renovaciones y vigencias de licenciamientos (dominios, servidores, productos contratados) así como cuentas de correo empresarial y Google Suite
Monitorear la seguridad de la plataforma y sitios web de la compañía
.
¿Qué necesitas?
Indispensable, ¡buena actitud y capacidad para trabajar en equipo!
Experiencia de 3 a 5 años como programador Jr. o 1 año como programador semi senior
Por lo menos 2 años de experiencia en plataformas e-commerce (woocomerce, shopify, etc) y plataformas de pago (stripe, netpay)
Capaz de codificar e implementar aplicaciones multiplataforma
Realizar Integraciones de CRM u otras plataformas web SaaS
Programación orientada a objetos (JavaScript, HTML 5, PHP, CSS)
Frameworks (Codelgniter, jQuery)
Gestión de APIs c
Manejo de bases de datos (MySQL)
Desarrollo de landing pages
Conocimientos en WebServices, BD relacionales y tecnología web
Uso de metodologías scrum o agile
Inglés intermedio
Es un plus:
Zendesk u otros CRM (Zoho, Hubspot, Sugar, Sales force)
Conocimientos de Responsive Web-Design
UX y UI
.
Te ofrecemos:
- Un ambiente laboral amigable y dinámico
- Home office 100%
- Descuentos preferenciales en el servicio médico
- Sueldo fijo $20,000 netos + días de vacaciones superiores a los de ley
- Horario lunes a viernes de 9 am - 6 pm y sábados de 9 am a 2 pm
.
Tipo de puesto: Tiempo completo, Por tiempo indeterminado, Por periodo de prueba
Salario: $18,000.00 - $22,000.00 al mes
Horario:
Incluye fines de semana
Lunes a viernes
Turno de 8 horas
Prestaciones:
Descuentos y precios preferenciales
Opción a contrato indefinido
Vacaciones adicionales o permisos con goce de sueldo
Consideraciones ante el COVID-19:
Proceso de selección remoto, entrevistas y pruebas en línea. Reuniones virtuales.
Pregunta(s) de postulación:
¿Qué nivel de inglés dominas?
Educación:
Licenciatura terminada (Obligatorio)
Experiencia:
PHP: 1 año (Deseable)
JavaScript: 1 año (Deseable)
Desarrolladores Android: 1 año (Deseable)",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=REDECOM&t=Desarrollador+web&jk=39be8ec7450f1800&q=javascript&vjs=3
43,Full stack Developer,"Piovra
Tlalpan, CDMX","$29,000 a $30,000 por mes
Tiempo completo
Lunes a viernes",Ciudad de México,Piovra,"$29,000 a $30,000 por mes",Remoto,"En Lyptus Medical nos especializamos en el envejecimiento saludable de los Adultos 60+ porque sabemos que los momentos más felices de nuestras vidas suceden a cualquier edad. Por medio de membresías que incluyen consultas médicas programadas, llamadas de seguimiento y orientación médica 24/7, brindamos a nuestros pacientes y sus familiares, la certeza de que reciben una atención médica de calidad en su domicilio.
Estamos en búsqueda de un Mid Developer, que nos acompañe en esta increíble misión de hacer accesible la telemedicina a los adultos mayores y sus familias en México. Personas proactivas, que tengan ganas de tomar nuevos desafíos y ser dueñas de sus procesos.
.
Tu objetivo
Construir la próxima generación de aplicaciones y servicios web de Lyptus Medical, utilizando las últimas tecnologías y mejores prácticas, con el fin de contar con nuevas funcionalidades y optimización de los procesos.
.
¿Qué harás?
Mantener en óptimo funcionamiento la Plataforma de Lyptus Medical y App móvil
Controlar modificaciones y/o mejoras de software desarrollado y redactar informes
Apoyar al desarrollador Sr. a realizar actualizaciones a la plataforma, pruebas unitarias e integrales de desarrollo y trabajar en correcciones de errores
Realizar integraciones a través de APIs y web services
Administrar aplicaciones (web sites, web services, etc.) con bases de datos
Recopilar información de los consumidores sobre la funcionalidad de la plataforma
Mantener el sitio web actualizado y desarrollar nuevas landing pages
Estudiar y aplicar nuevas tecnologías en los procesos internos
Asistir a las juntas de desarrollo con la Dirección Comercial y/o Coordinación Operativa
Gestionar las renovaciones y vigencias de licenciamientos (dominios, servidores, productos contratados) así como cuentas de correo empresarial y Google Suite
Monitorear la seguridad de la plataforma y sitios web de la compañía
.
¿Qué necesitas?
Indispensable, ¡buena actitud y capacidad para trabajar en equipo!
Experiencia de 3 a 5 años como programador Jr. o 1 año como programador semi senior
Por lo menos 2 años de experiencia en plataformas e-commerce (woocomerce, shopify, etc) y plataformas de pago (stripe, netpay)
Capaz de codificar e implementar aplicaciones multiplataforma
Realizar Integraciones de CRM u otras plataformas web SaaS
Programación orientada a objetos (JavaScript, HTML 5, PHP, CSS)
Frameworks (Codelgniter, jQuery)
Gestión de APIs c
Manejo de bases de datos (MySQL)
Desarrollo de landing pages
Conocimientos en WebServices, BD relacionales y tecnología web
Uso de metodologías scrum o agile
Inglés intermedio
Es un plus:
Zendesk u otros CRM (Zoho, Hubspot, Sugar, Sales force)
Conocimientos de Responsive Web-Design
UX y UI
.
Te ofrecemos:
- Un ambiente laboral amigable y dinámico
- Home office 100%
- Descuentos preferenciales en el servicio médico
- Sueldo fijo $20,000 netos + días de vacaciones superiores a los de ley
- Horario lunes a viernes de 9 am - 6 pm y sábados de 9 am a 2 pm
.
Tipo de puesto: Tiempo completo, Por tiempo indeterminado, Por periodo de prueba
Salario: $18,000.00 - $22,000.00 al mes
Horario:
Incluye fines de semana
Lunes a viernes
Turno de 8 horas
Prestaciones:
Descuentos y precios preferenciales
Opción a contrato indefinido
Vacaciones adicionales o permisos con goce de sueldo
Consideraciones ante el COVID-19:
Proceso de selección remoto, entrevistas y pruebas en línea. Reuniones virtuales.
Pregunta(s) de postulación:
¿Qué nivel de inglés dominas?
Educación:
Licenciatura terminada (Obligatorio)
Experiencia:
PHP: 1 año (Deseable)
JavaScript: 1 año (Deseable)
Desarrolladores Android: 1 año (Deseable)",2022-12-07,https://mx.indeed.com/viewjob?jk=a590b797c37c179e&tk=1gjn1ucan24u4000&from=serp&vjs=3
44,Front End Developer (Angular),"Accenture4.0
Ciudad de México",Tiempo completo,Ciudad de México,Accenture4.0,Salario sin especificar,Remoto,"¡ATRÉVETE A SER PARTE DEL DESAFÍO! ¡VEN Y ÚNETE A NUESTRO EQUIPO JUNTOS PODEMOS MARCAR LA DIFERENCIA!

¿Sabías que Accenture está liderando la transformación digital en el mundo?
Accenture es una empresa líder mundial de servicios profesionales, que ofrece una amplia gama de servicios y soluciones en estrategia, consultoría, digital, tecnología y operaciones. Nuestro principal propósito es colaborar con nuestros clientes, para que puedan convertirse en negocios de alto rendimiento. Accenture está presente en más de 200 oficinas, 120 ciudades, 56 países y aproximadamente 390.000 empleados en todo el mundo.

Oferta
Desarrollo profesional de acuerdo a tu perfil e intereses.
Trabaja en una de las mejores empresas.
Uso de metodologías y herramientas innovadoras.
Contacto directo con expertos de todo el mundo.
Capacitaciones constantes.
Ambiente de trabajo en equipo y colaboración.
Participación en Proyectos Internacionales.
Accenture no discrimina por motivos de raza, religión, color, sexo, edad, discapacidad, nacionalidad, orientación sexual, identidad o expresión de género, ni por ninguna otra razón cubierta por la legislación local.

Full stack developer, de 1 a 3 años de experiencia en:
Angular
React
Javascript
HTML
CSS",2022-12-07,https://mx.indeed.com/viewjob?jk=6eeda5157f22356f&tk=1gjn1ucan24u4000&from=serp&vjs=3
45,Desarrollador Front End Android,"Jobby
Cuauhtémoc, CDMX
+3 ubicaciones","$30,000 a $35,000 por mes
Tiempo completo
Turno de 10 horas",Ciudad de México,Jobby,"$30,000 a $35,000 por mes",Remoto,"Importante empresa solicita Desarrollador Front End Android
¿Tus funciones?
Serás el responsable del desarrollo de aplicaciones nativas Android e híbridas y sitios web.
Desarrollo de código ordenado, funcional, escalable y reutilizable.
Colaboración directa con el equipo de diseño para el desarrollo del UI y UX traduciendo de manera precisa los diseños a código.
¿Qué necesitas?
3 años de experiencia en desarrollo Front End, principalmente en apps para iOS nativas e híbridas.
Ingeniería o Licenciatura concluida en Tecnologías de la Información o afín.
Deseable conocimiento en metodología SCRUM
Lenguaje Swift y Dart (Avanzado)
Xcode y Flutter (Avanzado)
HTML, CSS, JavaScript
CSS y Bootstrap
SQL y MySQL
¿Qué te ofrecemos?
Prestaciones de Ley
Sueldo competitivo
Contrato directo con la empresa
Lugar de trabajo
Colonia Anzures
Tipo de puesto: Tiempo completo
Salario: $30,000.00 - $35,000.00 al mes
Horario:
Turno de 10 horas
Pregunta(s) de postulación:
¿Tienes experiencia en Desarrollo Front End para Android?",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=Jobby&t=Desarrollador+front+end+android&jk=a5a5a4c636f67fed&q=javascript&vjs=3
46,Java Backend Developer,"Yo recluto mx
Miguel Hidalgo, CDMX","$30,000 a $46,000 por mes
Por tiempo indeterminado
+1
Turno de 8 horas",Ciudad de México,Yo recluto mx,"$30,000 a $46,000 por mes",Remoto,"Importante empresa esta en búsqueda de: Desarrollador Java / Backend (Remoto)
Requisitos:
1.- Lic. o Ing. en Sistemas, Informática, Computación o afín (Pasante o Titulado).
2.- Exp. Mínima de 3 años en desarrollo y programación a nivel base de datos y aplicativos.
3.- Ingles intermedio. (Deseable)
Conocimientos: Java, Maven, JavaScript, HTML, Spring, SpringBoot, SpringSecurity, JS, Jquery, JSON, SQL Server, MySQL.
Funciones:
-Desarrollar y programar a nivel base de datos y aplicativo.
-Revisión de código y scripts
-Llevar a cabo el análisis del desarrollo para ver los impactos.
-Elaborar la documentación de todo el desarrollo.
-Proponer mejoras y soluciones de los desarrollos donde se identifica algún error.
Se ofrece:
-Sueldo $40K a 50k mensuales, acorde a perfil profesional y experiencia /Esquema 100% nominal / Home Office Permanente / Prestaciones de Ley y Superiores / Contrato indeterminado / Préstamos a los que se tiene acceso acorde a la política de la Empresa.
*Si te encuentras interesado postula por este medio
*Puedes postularte desde cualquier lugar de la República*
Tipo de puesto: Tiempo completo
Salario: $30,000.00 - $46,000.00 al mes
Horario:
Turno de 8 horas",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=Yo-recluto-mx&t=Java+backend+developer&jk=8e489025f4d2148a&q=javascript&vjs=3
47,Software Engineer - Web Developer / Full Stack - Full Remote Position,"iTjuana
Remoto in Ciudad de México","$40,000 a $50,000 por mes
Tiempo completo
Más detalles sobre el empleo
Trabajo desde casa",Ciudad de México,iTjuana,"$40,000 a $50,000 por mes",Remoto,"Descripción del puesto
Experiencia mínima de 3 años en:
C# con experiencia en Angular INDISPENSABLE
MVC
WCF
HTML5
CSS 3
Scrum
Bootstrap
Javascript
Jquery
API REST
SQL Server 2016
GITHub (Deseable)
****INGLES INTERMEDIO***
Requisitos
Requisitos:
Sexo: Indistinto
Experiencia de 3 años mínimos en puestos similares o iguales.
Licenciatura o ingeniería terminadas.
Beneficios
Ofrecemos:
Horarios de 9:00am a 6:00 pm
Sueldo base:
Dependiendo el perfil. No hay sueldo establecido.
Cotización al 100% nominal.
Prestaciones de ley.
Prestaciones superiores (Vales de despensa, seguro de vida, descuentos, entre otros).
Ubicación: HOME OFFICE.
Contrato por tiempo INDEFINIDO.",2022-12-07,https://mx.indeed.com/viewjob?jk=67846954b11bcb42&q=javascript&l=Ciudad+de+M%C3%A9xico&tk=1gjn23g4dmfrh801&from=web&advn=7031887950333485&adid=358826945&ad=-6NYlbfkN0DrM7_c2FKp7OMrqFiPNuh7x7KhU3c0up7RRfcqkxkE_fRmg9OXY4XmV_Z8W6nWPRI48JZ1EYJ2-KVoh-I-gyRR7yHPoCpP_klPr7aPrXgJHqFY6je4Zo8vJZuKbZbtkALSAerInF1LGIFRaexUqt5ItkD73dC1P4SV_cnKxTkyGMoAmIfdSSGmSL6sFtsoFQ8s8-GGzz0WGOqP6PxTa6ZjcLePO_6A2boPJE_I9_g3AwyBelk0HsesNBInQKwRvdGdxMNEKKRM_n3HCkkwX5peBEgAcaOpMPvFVtbzlon2061gd1sr2lagG7S056r0kay5RO5J7qz2gqmqa-Ts0ibIsf8XKWW5641ooMBU2AZXOAzE0Qg2Ad-GQAGPLEJwYk0%3D&pub=4a1b367933fd867b19b072952f68dceb&xkcb=SoAM-_M3W3MB3Jwixp0JbzkdCdPP&vjs=3
48,Full Stack Developer Sr. (100% remoto),"NEXU
Remoto in Miguel Hidalgo, CDMX","$35,000 a $50,000 por mes
Por tiempo indeterminado
+1
Turno de 8 horas
Más detalles sobre el empleo
Trabajo desde casa",Ciudad de México,NEXU,"$35,000 a $50,000 por mes",Remoto,"Descripción del puesto
Experiencia mínima de 3 años en:
C# con experiencia en Angular INDISPENSABLE
MVC
WCF
HTML5
CSS 3
Scrum
Bootstrap
Javascript
Jquery
API REST
SQL Server 2016
GITHub (Deseable)
****INGLES INTERMEDIO***
Requisitos
Requisitos:
Sexo: Indistinto
Experiencia de 3 años mínimos en puestos similares o iguales.
Licenciatura o ingeniería terminadas.
Beneficios
Ofrecemos:
Horarios de 9:00am a 6:00 pm
Sueldo base:
Dependiendo el perfil. No hay sueldo establecido.
Cotización al 100% nominal.
Prestaciones de ley.
Prestaciones superiores (Vales de despensa, seguro de vida, descuentos, entre otros).
Ubicación: HOME OFFICE.
Contrato por tiempo INDEFINIDO.",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=Nexu&t=Full+stack+developer+senior&jk=c1e629dfd5dd0d4a&q=javascript&vjs=3
49,Desarrollador Web,"REDECOM
Miguel Hidalgo, CDMX
+1 ubicación","Desde $14,000 por mes
Por obra o tiempo determinado
Lunes a viernes",Ciudad de México,REDECOM,"Desde $14,000 por mes",Remoto,"Descripción del puesto
Experiencia mínima de 3 años en:
C# con experiencia en Angular INDISPENSABLE
MVC
WCF
HTML5
CSS 3
Scrum
Bootstrap
Javascript
Jquery
API REST
SQL Server 2016
GITHub (Deseable)
****INGLES INTERMEDIO***
Requisitos
Requisitos:
Sexo: Indistinto
Experiencia de 3 años mínimos en puestos similares o iguales.
Licenciatura o ingeniería terminadas.
Beneficios
Ofrecemos:
Horarios de 9:00am a 6:00 pm
Sueldo base:
Dependiendo el perfil. No hay sueldo establecido.
Cotización al 100% nominal.
Prestaciones de ley.
Prestaciones superiores (Vales de despensa, seguro de vida, descuentos, entre otros).
Ubicación: HOME OFFICE.
Contrato por tiempo INDEFINIDO.",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=REDECOM&t=Desarrollador+web&jk=e1ec60113fc6d882&q=javascript&vjs=3
50,QA Tester/engeneer (via remota para empresa en Costa Rica),"Donum HH
Remoto in Iztapalapa, CDMX","$36,330 a $54,425 por mes
Tiempo completo
Turno de 8 horas
+1
Más detalles sobre el empleo
Trabajo desde casa",Ciudad de México,Donum HH,"$36,330 a $54,425 por mes",Remoto,"Descripción del puesto
Experiencia mínima de 3 años en:
C# con experiencia en Angular INDISPENSABLE
MVC
WCF
HTML5
CSS 3
Scrum
Bootstrap
Javascript
Jquery
API REST
SQL Server 2016
GITHub (Deseable)
****INGLES INTERMEDIO***
Requisitos
Requisitos:
Sexo: Indistinto
Experiencia de 3 años mínimos en puestos similares o iguales.
Licenciatura o ingeniería terminadas.
Beneficios
Ofrecemos:
Horarios de 9:00am a 6:00 pm
Sueldo base:
Dependiendo el perfil. No hay sueldo establecido.
Cotización al 100% nominal.
Prestaciones de ley.
Prestaciones superiores (Vales de despensa, seguro de vida, descuentos, entre otros).
Ubicación: HOME OFFICE.
Contrato por tiempo INDEFINIDO.",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=Donum-HH&t=QA+tester+engeneer&jk=a17ad0a2d7dce43b&q=javascript&vjs=3
51,Desarrollador Angular,"KAIROS DIGITAL SOLUTIONS MEXICO
Trabajo remoto híbrido in Ciudad de México","$35,000 a $36,000 por mes
Tiempo completo
Turno de 8 horas
Más detalles sobre el empleo
Home office híbrido",Ciudad de México,KAIROS DIGITAL SOLUTIONS MEXICO,"$35,000 a $36,000 por mes",Remoto,"KAIRÓS DS empresa multinacional Española líder en Business Agil y soluciones digitales. Nos encontramos en búsqueda de los mejores talentos para que se unan a nuestra familia como Desarrollador Angular
Nota: Nos es indispensable pero si deseable que se cubra con los skills, si tienes un 60% del perfil, !Sean bienvenidos!
REQUISITOS:
Conocimientos en Javascript
Conocimientos en html
Conocimientos
css / sass / bootstrap
Conocimientos en TypeScript
Conocimientos en el ciclo de vida de un componente Angular
Conocimientos en comunicación entre componentes
Conocimientos en las características principales de angular (Modelos, interfaces, modulos, decoradores, directivas, guards, sistema de rutas)
Conocimientos en observables y promesas
Conocimientos en Json Web Tokens
Conocimientos en Rxjs
Conocimientos de Git
Conocimientos interceptores
Conocimientos en localstorage
Conocimientos en patrones de diseño
Conocimientos en redux
¡¡TE OFRECEMOS!!
·Sueldo mensual
·Régimen de contratación 100% NOMINA
·Presupuesto de Formación y Formación corporativa
·Vales de Despensa mensuales
·30 días de aguinaldo
·15 días de vacaciones
·Seguro de Gastos Médicos Mayores
·Seguro Dental
·Prima vacacional al 50%
·Clases de Inglés
·Reparto de utilidades
Modalidad de trabajo Hibrida, de 2 a 3 dias a la semana en sitio
Tipo de puesto: Tiempo completo
Salario: $35,000.00 - $36,000.00 al mes
Horario:
Turno de 8 horas
Prestaciones:
Vales de despensa
Lugar de trabajo: remoto híbrido en Ciudad de México, CDMX
Fecha de inicio prevista: 05/12/2022",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=KAIROS-DIGITAL-SOLUTIONS-MEXICO&t=Desarrollador+angular&jk=eedded5d6cec912e&q=javascript&vjs=3
52,Desarrollador Java,"PUNTO CASA DE BOLSA
Ciudad de México","$30,000 a $35,000 por mes
Por tiempo indeterminado
+1
Lunes a viernes",Ciudad de México,PUNTO CASA DE BOLSA,"$30,000 a $35,000 por mes",Remoto,"Te invitamos a unirte a Punto Casa de Bolsa.
Buscamos un desarrollador con 2 años de experiencia o superior para cubrir una vacante en desarrollo de sistemas web.
Cualificaciones:
· React (2 años de experiencia)
· Desarrollo en java (1 años de experiencia)
· Frameworks: Spring, Mybatis, Gradle.
· Conocimiento en control de versiones
· Control de versiones GIT
· Consumo y construcción de APIS
Deseable:
· SqlServer.
· Springboot.
· Spring MVC.
Nos gustaría que fueras:
·Abierto, con buena actitud y dispuesto a trabajar en equipo.
Lunes a Viernes / Modalidad Hibrida / Disponibilidad de Horario 9:00 a 19:00hrs
Tipo de puesto: Tiempo completo
Salario: $30,000.00 - $35,000.00 al mes
Horario:
Lunes a viernes
Prestaciones:
Descuentos y precios preferenciales
Días por enfermedad
Opción a contrato indefinido
Seguro de vida
Servicio de comedor
Servicio de comedor con descuento
Trabajar desde casa
Vacaciones adicionales o permisos con goce de sueldo
Consideraciones ante el COVID-19:
Se requiere usar mascarillas dentro de las instalaciones.
Experiencia:
JavaScript: 1 año (Obligatorio)
Fecha de inicio prevista: 01/11/2022",2022-12-07,https://mx.indeed.com/ver-empleo?cmp=Signum&t=Desarrollador+java&jk=5bda81a98e346611&q=javascript&vjs=3
